song_name,artist,deezer_url,year,notes
Shake It Off,Taylor Swift,https://www.deezer.com/track/550269982,2014,
Anti-Hero,Taylor Swift,https://www.deezer.com/track/1976903157,2022,
Lover,Taylor Swift,https://www.deezer.com/track/737967302,2019,
Blank Space,Taylor Swift,https://www.deezer.com/track/550269942,2014,
Runaway,Kanye West,https://www.deezer.com/track/7667065,2010,
Flashing Lights,Kanye West,https://www.deezer.com/track/630827302,2007,
All Falls Down,Kanye West,https://www.deezer.com/track/528869461,2004,
I Wonder,Kanye West,https://www.deezer.com/track/630827252,2007,
All Of The Lights,Kanye West,https://www.deezer.com/track/7667061,2010,
Father Stretch My Hands Pt. 1,Kanye West,https://www.deezer.com/track/126772731,2016,
FourFiveSeconds,Rihanna,https://www.deezer.com/track/95965912,2013,
Through The Wire,Kanye West,https://www.deezer.com/track/528869611,2003,
Black Skinhead,Kanye West,https://www.deezer.com/track/68350105,2013,
All Day,Kanye West,https://www.deezer.com/track/96356636,2015,
Praise God,Kanye West,https://www.deezer.com/track/1506150372,2021,
All Mine,Kanye West,https://www.deezer.com/track/581609102,2018,
Wolves,Kanye West,https://www.deezer.com/track/126772753,2015,
Pt. 2,Kanye West,https://www.deezer.com/track/126772733,2005,
Waves,Kanye West,https://www.deezer.com/track/126772747,2016,
Blood On The Leaves,Kanye West,https://www.deezer.com/track/68350110,2013,
Hold My Liquor,Kanye West,https://www.deezer.com/track/68350108,2013,
Do It Again,Steely Dan,https://www.deezer.com/track/1987726127,1972,
Reelin' In The Years,Steely Dan,https://www.deezer.com/track/1987726237,1972,
Peg,Steely Dan,https://www.deezer.com/track/2466017615,1977,
Dirty Work,Steely Dan,https://www.deezer.com/track/1987726157,1972,
Only A Fool Would Say That,Steely Dan,https://www.deezer.com/track/1987726217,1972,
Hey Nineteen,Steely Dan,https://www.deezer.com/track/2556273262,1980,
Deacon Blues,Steely Dan,https://www.deezer.com/track/2466017605,1977,
Rikki Don't Lose That Number,Steely Dan,https://www.deezer.com/track/2376905515,1974,
The Fez,Steely Dan,https://www.deezer.com/track/2947661,1976,
Mr. Brightside,The Killers,https://www.deezer.com/track/125539712,2003,
Sweet Caroline,Neil Diamond,https://www.deezer.com/track/80092816,1969,
Life is a Highway,Rascal Flatts,https://www.deezer.com/track/6517224,2006,
A Thousand Miles,Vanessa Carlton,https://www.deezer.com/track/983832,2002,
Red Solo Cup,Toby Keith,https://www.deezer.com/track/13852464,2011,
We like to Party! (The Vengabus),Vengaboys,https://www.deezer.com/track/397344502,1998,
Drops of Jupiter (Tell Me),Train,https://www.deezer.com/track/68908956,2001,
Stacy's Mom,Fountains Of Wayne,https://www.deezer.com/track/3090887,2003,
Jessie's Girl,Rick Springfield,https://www.deezer.com/track/67801515,1981,
Electric Feel,MGMT,https://www.deezer.com/track/536484,2007,
If I Could Turn Back Time,Cher,https://www.deezer.com/track/2307289,1989,
Overkill,Men At Work,https://www.deezer.com/track/8164927,1983,
Pump It,The Black Eyed Peas,https://www.deezer.com/track/7375556,2006,
Juke Box Hero,Foreigner,https://www.deezer.com/track/2814884,1981,
Can't Fight This Feeling,REO Speedwagon,https://www.deezer.com/track/5404540,1984,
P.Y.T. (Pretty Young Thing),Michael Jackson,https://www.deezer.com/track/555643,1982,
Sk8er Boi,Avril Lavigne,https://www.deezer.com/track/15587466,2002,
1985,Bowling For Soup,https://www.deezer.com/track/600631,2004,
Since U Been Gone,Kelly Clarkson,https://www.deezer.com/track/62118993,2003,
Haven't Met You Yet,Michael Bublé,https://www.deezer.com/track/4311272,2009,
Starstrukk,3OH!3,https://www.deezer.com/track/13460196,2009,
My First Kiss (feat. Ke$ha),3OH!3,https://www.deezer.com/track/6343272,2010,
We R Who We R,Ke$ha,https://www.deezer.com/track/7429117,2010,
Gives You Hell,The All-American Rejects,https://www.deezer.com/track/2676238,2008,
Hot N Cold,Katy Perry,https://www.deezer.com/track/3160142,2008,
Burnin' Up,Jonas Brothers,https://www.deezer.com/track/4639586,2008,
Forever,Chris Brown,https://www.deezer.com/track/861317,2008,
I'm on My Way,The Proclaimers,https://www.deezer.com/track/3109249,1988,
Raise Your Glass,P!nk,https://www.deezer.com/track/7512152,2010,
Toxic,Britney Spears,https://www.deezer.com/track/15391618,2003,
Sexual Healing,Marvin Gaye,https://www.deezer.com/track/536979,1989,
You Make My Dreams (Come True),Daryl Hall & John Oates,https://www.deezer.com/track/546004,1986,
Holiday,Madonna,https://www.deezer.com/track/723836,1983,
Material Girl,Madonna,https://www.deezer.com/track/723861,1984,
Get Low,Lil Jon & The East Side Boyz,https://www.deezer.com/track/2591105,2002,
ABC,Jackson 5,https://www.deezer.com/track/920082,1970,
Hey There Delilah,Plain White T's,https://www.deezer.com/track/133105770,2005,
Viva La Vida,Coldplay,https://www.deezer.com/track/15684430,2008,
Yellow,Coldplay,https://www.deezer.com/track/3128096,2000,
Something Just Like This,Coldplay,https://www.deezer.com/track/142706538,2017,
Clocks,Coldplay,https://www.deezer.com/track/3098841,2002,
Paradise,Coldplay,https://www.deezer.com/track/14299589,2011,
Bye Bye Bye,*NSYNC,https://www.deezer.com/track/632447,2000,
It's Gonna Be Me,*NSYNC,https://www.deezer.com/track/632488,2000,
I'm Yours,Jason Mraz,https://www.deezer.com/track/786778,2008,
I'm Still Standing,Elton John,https://www.deezer.com/track/1171163,1986,
Walking On Sunshine,Katrina & The Waves,https://www.deezer.com/track/3166724,1983,
Escape (The Pina Colada Song),Rupert Holmes,https://www.deezer.com/track/906658,1979,
Hollaback Girl,Gwen Stefani,https://www.deezer.com/track/983450,2005,
Kung Fu Fighting,Carl Douglas,https://www.deezer.com/track/131285694,1981,
I Will Survive,Gloria Gaynor,https://www.deezer.com/track/818651902,1981,
3AM,Matchbox Twenty,https://www.deezer.com/track/3664084,2000,
Baby Got Back,Sir Mix-A-Lot,https://www.deezer.com/track/61548256,1992,
Tongue Tied,Grouplove,https://www.deezer.com/track/13650931,2011,
"Take Me Home, Country Roads",John Denver,https://www.deezer.com/track/769749602,1971,
Hungry Like the Wolf,Duran Duran,https://www.deezer.com/track/3130433,1982,
You Belong With Me,Taylor Swift,https://www.deezer.com/track/4634582,2008,
I Knew You Were Trouble.,Taylor Swift,https://www.deezer.com/track/529117801,2012,
We Are Never Ever Getting Back Together,Taylor Swift,https://www.deezer.com/track/529117841,2012,
Love Story,Taylor Swift,https://www.deezer.com/track/4634579,2008,
Sandstorm,Darude,https://www.deezer.com/track/11390027,2000,
My Sharona,The Knack,https://www.deezer.com/track/2837980,1980,
Classic,MKTO,https://www.deezer.com/track/68385048,2013,
Walking on Broken Glass,Annie Lennox,https://www.deezer.com/track/1048702,1992,
Baby,Justin Bieber,https://www.deezer.com/track/5606967,2010,
Bette Davis Eyes,Kim Carnes,https://www.deezer.com/track/3153065,1991,
I Just Called To Say I Love You,Stevie Wonder,https://www.deezer.com/track/538709362,1984,
Sir Duke,Stevie Wonder,https://www.deezer.com/track/538709322,1976,
Isn't She Lovely,Stevie Wonder,https://www.deezer.com/track/538709352,1976,
Living For The City,Stevie Wonder,https://www.deezer.com/track/2319295,1973,
What's Going On,Marvin Gaye,https://www.deezer.com/track/1133408852,1971,
I Heard It Through The Grapevine,Marvin Gaye,https://www.deezer.com/track/132196486,1974,
I Got You (I Feel Good),James Brown,https://www.deezer.com/track/598055772,1988,
Everyday People,Sly & The Family Stone,https://www.deezer.com/track/534508,1968,
Pusherman,Curtis Mayfield,https://www.deezer.com/track/14640476,1988,
9 to 5,Dolly Parton,https://www.deezer.com/track/992937,1980,
My Girl,The Temptations,https://www.deezer.com/track/538643262,1984,
I'm Gonna Be (500 Miles),The Proclaimers,https://www.deezer.com/track/3111030,1989,
Dog Days Are Over,Florence + The Machine,https://www.deezer.com/track/7561772,2009,
Free Fallin',Tom Petty,https://www.deezer.com/track/2303727,1989,
Build Me Up Buttercup,The Foundations,https://www.deezer.com/track/131231868,1988,
Best of My Love,The Emotions,https://www.deezer.com/track/1026366,1977,
Play That Funky Music,Wild Cherry,https://www.deezer.com/track/1067076,1976,
Everybody Talks,Neon Trees,https://www.deezer.com/track/17806810,2011,
"Footloose (From ""Footloose"" Soundtrack)",Kenny Loggins,https://www.deezer.com/track/91018585,1979,
Just the Way You Are,Bruno Mars,https://www.deezer.com/track/7216935,2010,
Some Nights,Fun.,https://www.deezer.com/track/16501727,2012,
Heaven Is A Place On Earth,Belinda Carlisle,https://www.deezer.com/track/24968371,1988,
Waterloo,ABBA,https://www.deezer.com/track/884046,1974,
867-5309 / Jenny,Tommy Tutone,https://www.deezer.com/track/4253018,1981,
This Will Be (An Everlasting Love),Natalie Cole,https://www.deezer.com/track/3325466,1975,
Watermelon Sugar,Harry Styles,https://www.deezer.com/track/830336922,2019,
I Believe in a Thing Called Love,The Darkness,https://www.deezer.com/track/3868470,2002,
I Guess That's Why They Call It The Blues,Elton John,https://www.deezer.com/track/1171166,1983,
Tiny Dancer,Elton John,https://www.deezer.com/track/1151503,1971,
"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,https://www.deezer.com/track/1144863,1972,
Sympathy For The Devil,The Rolling Stones,https://www.deezer.com/track/9956063,1990,
Mother's Little Helper,The Rolling Stones,https://www.deezer.com/track/16702516,1966,
Say So,Doja Cat,https://www.deezer.com/track/797228462,2019,
The Box,Roddy Ricch,https://www.deezer.com/track/825986992,2019,
bad guy,Billie Eilish,https://www.deezer.com/track/655095912,2019,
Someone You Loved,Lewis Capaldi,https://www.deezer.com/track/582143242,2018,
MAMACITA,The Black Eyed Peas,https://www.deezer.com/track/990604222,2020,
Lose Control,MEDUZA,https://www.deezer.com/track/769757652,2019,
you broke me first,Tate McRae,https://www.deezer.com/track/929158322,2020,
greedy,Tate McRae,https://www.deezer.com/track/2444176345,2023,
Physical,Dua Lipa,https://www.deezer.com/track/1124841672,2020,
The Hills,The Weeknd,https://www.deezer.com/track/106506512,2015,
I Feel It Coming,The Weeknd,https://www.deezer.com/track/136889434,2016,
Can't Feel My Face,The Weeknd,https://www.deezer.com/track/106506516,2015,
In Your Eyes,The Weeknd,https://www.deezer.com/track/908604622,2020,
Moonlight,XXXTENTACION,https://www.deezer.com/track/472992592,2018,
SAD!,XXXTENTACION,https://www.deezer.com/track/472992602,2018,
Jocelyn Flores,XXXTENTACION,https://www.deezer.com/track/398055682,2017,
Look At Me!,XXXTENTACION,https://www.deezer.com/track/142594564,2015,
"You're The First, The Last, My Everything",Barry White,https://www.deezer.com/track/927718,1974,
True Colors,Cyndi Lauper,https://www.deezer.com/track/608820,1988,
Paradise By the Dashboard Light,Meat Loaf,https://www.deezer.com/track/125468092,1984,
Kom van dat dak af,Peter Koelewijn En Zijn Rockets,https://www.deezer.com/track/77828656,1981,
Sexy Als Ik Dans,Nielson,https://www.deezer.com/track/81095870,2013,
Hangover,Taio Cruz,https://www.deezer.com/track/14145918,2011,
Volare (Nel Blu di Pinto di Blu),Gipsy Kings,https://www.deezer.com/track/55176081,1989,
No Woman No Cry,Bob Marley & The Wailers,https://www.deezer.com/track/1583148,1991,
Piece of My Heart,Erma Franklin,https://www.deezer.com/track/9809444,1967,
Nothing Compares 2 U,Sinéad O'Connor,https://www.deezer.com/track/3100405,1990,
Crazy In Love (feat. JAY-Z),Beyoncé,https://www.deezer.com/track/609244,2003,
Super Freak,Rick James,https://www.deezer.com/track/2500626,1982,
Cheap Thrills,Sia,https://www.deezer.com/track/118195184,2015,
7 Years,Lukas Graham,https://www.deezer.com/track/121239412,2015,
Royals,Lorde,https://www.deezer.com/track/69390867,2012,
Marieke,Jacques Brel,https://www.deezer.com/track/2296861,1961,
Wicked World,Laura Jansen,https://www.deezer.com/track/7532821,2009,
No Limit,2 Unlimited,https://www.deezer.com/track/77325360,1993,
Scars To Your Beautiful,Alessia Cara,https://www.deezer.com/track/120739016,2015,
Oerend Hard,Normaal,https://www.deezer.com/track/74812459,1979,
Dancing On The Ceiling,Lionel Richie,https://www.deezer.com/track/905690,1993,
Don't Call Me Up,Mabel,https://www.deezer.com/track/616963582,2019,
Manic Monday,The Bangles,https://www.deezer.com/track/608749,1986,
Knock On Wood,Amii Stewart,https://www.deezer.com/track/61433739,1986,
Barbie Girl,Aqua,https://www.deezer.com/track/1115044,1997,
These Boots Are Made For Walkin',Nancy Sinatra,https://www.deezer.com/track/1837377,1966,
Dilemma,Nelly,https://www.deezer.com/track/13144826,2002,
In The Summertime,Mungo Jerry,https://www.deezer.com/track/8081967,1970,
Più bella cosa,Eros Ramazzotti,https://www.deezer.com/track/604840,1996,
Anne,Herman van Veen,https://www.deezer.com/track/4308266,1986,
Guajira Guantanamera,Joseito Fernandez,https://www.deezer.com/track/62529685,1940,
You Can't Hurry Love,The Supremes,https://www.deezer.com/track/79621446,1983,
How You Remind Me,Nickelback,https://www.deezer.com/track/810179,2000,
All That She Wants,Ace of Base,https://www.deezer.com/track/19271671,1992,
Price Tag,Jessie J,https://www.deezer.com/track/8930156,2011,
Self Esteem,The Offspring,https://www.deezer.com/track/137234080,1994,
Euphoria,Loreen,https://www.deezer.com/track/67466760,2012,
Atlantis,Donovan,https://www.deezer.com/track/82698536,1968,
"I Can't Help Myself (Sugar Pie, Honey Bunch)",Four Tops,https://www.deezer.com/track/1109792,1973,
"December, 1963 (Oh What a Night!)",The Four Seasons,https://www.deezer.com/track/725715,1975,
I Love It (feat. Charli XCX),Icona Pop,https://www.deezer.com/track/61287079,2012,
This Is The Life,Amy Macdonald,https://www.deezer.com/track/882691,2007,
Buffalo Stance,Neneh Cherry,https://www.deezer.com/track/3324536,1989,
Easy,The Commodores,https://www.deezer.com/track/374251561,1977,
So Incredible,Ilse DeLange,https://www.deezer.com/track/71387970,2008,
Disco Inferno,The Trammps,https://www.deezer.com/track/721611,1977,
La Bamba,Ritchie Valens,https://www.deezer.com/track/719808,1990,
"Rigoletto: ""La Donna E' Mobile""",Enrico Caruso,https://www.deezer.com/track/14339552,1904,
Thunder,Imagine Dragons,https://www.deezer.com/track/435821802,2017,
Right Here Waiting,Richard Marx,https://www.deezer.com/track/3087499,1991,
Blue Bayou,Linda Ronstadt,https://www.deezer.com/track/3919443,1977,
Sugar Sugar,The Archies,https://www.deezer.com/track/83925463,1975,
Lean On (feat. MØ & DJ Snake),Major Lazer,https://www.deezer.com/track/113366532,2020,
The Rhythm of the Night,Corona,https://www.deezer.com/track/61723285,1994,
Just Give Me a Reason (feat. Nate Ruess),P!nk,https://www.deezer.com/track/60200391,2012,
Alles Kan Een Mens Gelukkig Maken,René Froger,https://www.deezer.com/track/595647392,1988,
Annabel,Hans de Booij,https://www.deezer.com/track/74041403,1983,
Window Of My Eyes,Cuby & The Blizzards,https://www.deezer.com/track/7088698,2000,
Gimme Hope Jo'Anna,Eddy Grant,https://www.deezer.com/track/5679740,1988,
Porcelain,Moby,https://www.deezer.com/track/66266869,1999,
Papa,Stef Bos,https://www.deezer.com/track/74041106,1990,
"Happy (From ""Despicable Me 2"")",Pharrell Williams,https://www.deezer.com/track/73616508,2013,
Green Green Grass Of Home,Tom Jones,https://www.deezer.com/track/414905432,1967,
Fast Car,Tracy Chapman,https://www.deezer.com/track/2271563,1988,
"See You Later, Alligator",Bill Haley & His Comets,https://www.deezer.com/track/908742,1955,
Don't Leave Me This Way,Thelma Houston,https://www.deezer.com/track/571872042,1983,
"Love Is All Around (From ""Four Weddings And A Funeral"")",Wet Wet Wet,https://www.deezer.com/track/910912,1994,
Never Ending Story,Limahl,https://www.deezer.com/track/3518231,1984,
Day-O (The Banana Boat Song),Harry Belafonte,https://www.deezer.com/track/967369,1968,
Break My Heart,Dua Lipa,https://www.deezer.com/track/912254932,2020,
Jailhouse Rock,Elvis Presley,https://www.deezer.com/track/1045565,1957,
The Ketchup Song (Aserejé) (Spanglish Version),Las Ketchup,https://www.deezer.com/track/476739472,2002,
No One,Alicia Keys,https://www.deezer.com/track/2466262,2007,
It's In The Kiss (The Shoop Shoop Song),Betty Everett,https://www.deezer.com/track/7852118,1964,
Put Your Records On,Corinne Bailey Rae,https://www.deezer.com/track/3119484,2006,
Whatcha Say,Jason Derülo,https://www.deezer.com/track/5420471,2009,
The Twist,Chubby Checker,https://www.deezer.com/track/64638140,1981,
Self Control,Laura Branigan,https://www.deezer.com/track/4288159,1984,
Don't Dream It's Over,Crowded House,https://www.deezer.com/track/133577580,1986,
"Bloed, Zweet En Tranen",André Hazes,https://www.deezer.com/track/3379029,1984,
Waterfalls,TLC,https://www.deezer.com/track/1043894,1995,
Smoorverliefd,Snelle,https://www.deezer.com/track/844871372,2020,
Return of the Mack,Mark Morrison,https://www.deezer.com/track/703748,1996,
Kijk Eens In De Poppetjes Van Mijn Ogen,Karel Van de Velden,https://www.deezer.com/track/10506144,1973,
Save Tonight,Eagle-Eye Cherry,https://www.deezer.com/track/70785359,1998,
The Locomotion,Little Eva,https://www.deezer.com/track/3164213,1992,
Toosie Slide,Drake,https://www.deezer.com/track/919716222,2020,
Anyone,Justin Bieber,https://www.deezer.com/track/1194148902,2021,
Praise You,Fatboy Slim,https://www.deezer.com/track/654819382,1998,
If You Had My Love,Jennifer Lopez,https://www.deezer.com/track/15475926,1999,
I Can Help,Billy Swan,https://www.deezer.com/track/5786315,1974,
Het Dorp,Wim Sonneveld,https://www.deezer.com/track/552371202,1987,
I Knew You Were Waiting (For Me),George Michael,https://www.deezer.com/track/10287090,1986,
Life On Mars',David Bowie,https://www.deezer.com/track/988555472,1973,
Dancing In the Dark,Bruce Springsteen,https://www.deezer.com/track/15586246,1984,
Walk Of Life,Dire Straits,https://www.deezer.com/track/2514683,1986,
Wooly Bully,Sam The Sham & The Pharaohs,https://www.deezer.com/track/83925431,1986,
Do You Know? (The Ping Pong Song),Enrique Iglesias,https://www.deezer.com/track/2604913,2007,
"What Is Love (7"" Mix)",Haddaway,https://www.deezer.com/track/61590162,1992,
I Love Rock N Roll,Arrows,https://www.deezer.com/track/68507963,1976,
4 Minutes (feat. Justin Timberlake & Timbaland),Madonna,https://www.deezer.com/track/4209621,2008,
Crazy Horses,The Osmonds,https://www.deezer.com/track/1182471,1974,
Lola,The Kinks,https://www.deezer.com/track/69648365,1978,
Ademnood,Linda Roos & Jessica,https://www.deezer.com/track/3534626,1995,
Slow Down,Douwe Bob,https://www.deezer.com/track/120391654,2015,
The Lazy Song,Bruno Mars,https://www.deezer.com/track/8011853,2010,
Because of You,Kelly Clarkson,https://www.deezer.com/track/546130,2003,
China In Your Hand,T'Pau,https://www.deezer.com/track/3152784,1994,
The Look,Roxette,https://www.deezer.com/track/3092167,1989,
Feel,Robbie Williams,https://www.deezer.com/track/3098217,2002,
Stop,Spice Girls,https://www.deezer.com/track/3134156,1998,
"Girl, You'll Be A Woman Soon",Neil Diamond,https://www.deezer.com/track/80142286,1967,
Ring of Fire,Johnny Cash,https://www.deezer.com/track/75298692,1986,
No Son Of Mine,Genesis,https://www.deezer.com/track/3157454,1991,
Set Fire to the Rain,Adele,https://www.deezer.com/track/15078239,2011,
Michel,Anouk,https://www.deezer.com/track/3385249,1999,
All of Me,John Legend,https://www.deezer.com/track/70079770,2013,
Lollipop,The Chordettes,https://www.deezer.com/track/5100675,1987,
Mr. Vain,Culture Beat,https://www.deezer.com/track/29794781,1993,
Don't Go,Yazoo,https://www.deezer.com/track/3158714,1981,
Leef,André Hazes Jr.,https://www.deezer.com/track/120178790,2014,
You Can Call Me Al,Paul Simon,https://www.deezer.com/track/6599483,1986,
Smalltown Boy,Bronski Beat,https://www.deezer.com/track/428690122,1984,
All About That Bass,Meghan Trainor,https://www.deezer.com/track/79975768,2014,
The Wanderer,Dion,https://www.deezer.com/track/3121437,1961,
Stil In Mij,Van Dik Hout,https://www.deezer.com/track/15103477,1994,
Twee Motten,Dorus,https://www.deezer.com/track/428029102,1966,
Informer,Snow,https://www.deezer.com/track/686048,1993,
In Nije Dei,De Kast,https://www.deezer.com/track/25554681,1996,
Dragostea Din Tei,O-Zone,https://www.deezer.com/track/383495601,2004,
Have A Nice Day,Stereophonics,https://www.deezer.com/track/2420461,2001,
Shout,Tears For Fears,https://www.deezer.com/track/7340211,1985,
Cotton Eye Joe,Rednex,https://www.deezer.com/track/88328649,1994,
"I Like To Move It (feat. The Mad Stuntman) (Erick ""More"" Album Mix)",Reel 2 Real,https://www.deezer.com/track/524374752,2003,
Heaven,Bryan Adams,https://www.deezer.com/track/2174906,1985,
Surf City,Jan,https://www.deezer.com/track/2211456,1963,
Under the Bridge,Red Hot Chili Peppers,https://www.deezer.com/track/725850,1991,
Fly Away,Lenny Kravitz,https://www.deezer.com/track/3156968,1998,
Purple Rain,Prince,https://www.deezer.com/track/2794654,1991,
Ritme Van De Regen,Rob de Nijs,https://www.deezer.com/track/584256612,1963,
Ik Neem Je Mee,Gers Pardoel,https://www.deezer.com/track/14031261,2011,
Weekend,Earth & Fire,https://www.deezer.com/track/60703926,1979,
Gettin' Jiggy Wit It,Will Smith,https://www.deezer.com/track/626418,1997,
A Night Like This,Caro Emerald,https://www.deezer.com/track/450861362,2009,
You Make Me Feel (Mighty Real),Sylvester,https://www.deezer.com/track/991328902,1978,
You Can Get It If You Really Want,Jimmy Cliff,https://www.deezer.com/track/910819,1972,
Captain Jack (Short Mix),Captain Jack,https://www.deezer.com/track/61721045,1995,
La Mamma (Zij Kwamen Overal Vandaan),Corry Brokken,https://www.deezer.com/track/74418342,1964,
Daughters,John Mayer,https://www.deezer.com/track/556646,2003,
Why Tell Me Why,Anita Meyer,https://www.deezer.com/track/15087461,1982,
Brabant,Guus Meeuwis,https://www.deezer.com/track/7494856,2002,
Don't Speak,No Doubt,https://www.deezer.com/track/1176787,1995,
Genie in a Bottle,Christina Aguilera,https://www.deezer.com/track/964342,1999,
drivers license,Olivia Rodrigo,https://www.deezer.com/track/1194052302,2021,
Ik Ben Gelukkig Zonder Jou,Conny Vandenbos,https://www.deezer.com/track/7474112,1967,
Sing Hallelujah!,Dr. Alban,https://www.deezer.com/track/1048736,1992,
Without You,Avicii,https://www.deezer.com/track/393460732,2011,
Upside Down,Diana Ross,https://www.deezer.com/track/906582,1993,
All I Have To Do Is Dream,Kenny Rogers & Dolly Parton,https://www.deezer.com/track/560779,1983,
Ain't That A Shame,Fats Domino,https://www.deezer.com/track/514405832,1955,
Why,Annie Lennox,https://www.deezer.com/track/2889773,1992,
God Is a DJ,Faithless,https://www.deezer.com/track/584880,1998,
Oops!...I Did It Again,Britney Spears,https://www.deezer.com/track/582254,2000,
Give It Up,KC & The Sunshine Band,https://www.deezer.com/track/10730159,1983,
Where Is The Love?,The Black Eyed Peas,https://www.deezer.com/track/953684,2003,
Lady (Hear Me Tonight),Modjo,https://www.deezer.com/track/70179720,2000,
Adore You,Harry Styles,https://www.deezer.com/track/830336932,2019,
"Oh, Pretty Woman",Roy Orbison,https://www.deezer.com/track/78033230,1990,
I Got You Babe,Sonny & Cher,https://www.deezer.com/track/100395406,1967,
Your Song,Elton John,https://www.deezer.com/track/880181,1971,
You're So Vain,Carly Simon,https://www.deezer.com/track/79569274,1972,
Like a Prayer,Mad'House,https://www.deezer.com/track/4631883,2002,
Non non rien n'a changé,Les Poppys,https://www.deezer.com/track/2150092,1971,
Hair,ZEN,https://www.deezer.com/track/88984527,1968,
Bad Habits,Ed Sheeran,https://www.deezer.com/track/1409072752,2021,
Stressed Out,Twenty One Pilots,https://www.deezer.com/track/99976952,2015,
The Hustle,Van McCoy,https://www.deezer.com/track/907757,1988,
Rehab,Amy Winehouse,https://www.deezer.com/track/2176852,2006,
La Cintura,Alvaro Soler,https://www.deezer.com/track/675340022,2018,
Duurt Te Lang,Davina Michelle,https://www.deezer.com/track/562567102,2018,
Mercy,Duffy,https://www.deezer.com/track/980106,2007,
Firework,Katy Perry,https://www.deezer.com/track/17135111,2010,
Brandend Zand,Anneke Grönloh,https://www.deezer.com/track/10506141,1970,
With A Little Help From My Friends,Joe Cocker,https://www.deezer.com/track/906384,1970,
Una Paloma Blanca,George Baker Selection,https://www.deezer.com/track/25620581,1995,
Mijn Houten Hart,De Poema'S,https://www.deezer.com/track/73083055,1999,
Laat Me,Ramses Shaffy,https://www.deezer.com/track/2307427,1978,
Feel It Still,Portugal. The Man,https://www.deezer.com/track/143171642,2017,
Tequila,Champs,https://www.deezer.com/track/10677778,1958,
Radar Love,Golden Earring,https://www.deezer.com/track/374251691,1974,
Sure He's A Cat,The Cats,https://www.deezer.com/track/87676119,1971,
When a Man Loves a Woman,Percy Sledge,https://www.deezer.com/track/589149572,1984,
Fireflies,Owl City,https://www.deezer.com/track/4188437,2009,
Need You Tonight,INXS,https://www.deezer.com/track/14636760,1988,
Crazy,Aerosmith,https://www.deezer.com/track/916339,1993,
Karma Chameleon,Culture Club,https://www.deezer.com/track/3152791,1983,
Maniac,Michael Sembello,https://www.deezer.com/track/86435293,1983,
"You're My Heart, You're My Soul",Modern Talking,https://www.deezer.com/track/548507,1984,
"Take My Breath Away (Love Theme from ""Top Gun"")",Berlin,https://www.deezer.com/track/7675055,2005,
Just Can't Get Enough,Depeche Mode,https://www.deezer.com/track/68513610,1981,
Gotta Go Home,Boney M.,https://www.deezer.com/track/364974,1979,
The Shoop Shoop Song (It's In His Kiss),Cher,https://www.deezer.com/track/906596,1990,
Metro (Re-Recorded),Berlin,https://www.deezer.com/track/1723132,2008,
Wanna Be Startin' Somethin',Michael Jackson,https://www.deezer.com/track/555636,1982,
Sweet Child O' Mine,Guns N' Roses,https://www.deezer.com/track/2171464,1990,
The Best,Tina Turner,https://www.deezer.com/track/3120270,1989,
You Got It,Roy Orbison,https://www.deezer.com/track/3570745,1988,
I Drove All Night,Roy Orbison,https://www.deezer.com/track/15743212,1990,
Money For Nothing,Dire Straits,https://www.deezer.com/track/880940,1985,
Unchain My Heart,Joe Cocker,https://www.deezer.com/track/3104720,1987,
Smoke on the Water,Deep Purple,https://www.deezer.com/track/3152610,1972,
Love Will Show Us How,Christine McVie,https://www.deezer.com/track/5618673,1984,
Dancing with Myself,Billy Idol,https://www.deezer.com/track/130481958,1982,
November Rain,Guns N' Roses,https://www.deezer.com/track/1169683,1991,
People Are Strange,The Doors,https://www.deezer.com/track/3614150,1967,
The Joker,Steve Miller Band,https://www.deezer.com/track/3153746,1973,
Carry on Wayward Son,Kansas,https://www.deezer.com/track/625851,1978,
Don't Look Back In Anger,Oasis,https://www.deezer.com/track/74173003,1995,
Sunday Bloody Sunday,U2,https://www.deezer.com/track/1574218,1991,
In Bloom,Nirvana,https://www.deezer.com/track/13693485,1992,
White Rabbit,Jefferson Airplane,https://www.deezer.com/track/2170411,1972,
Somebody to Love,Jefferson Airplane,https://www.deezer.com/track/79199671,1971,
Dream On,Aerosmith,https://www.deezer.com/track/68414397,1973,
Mystery Train,Elvis Presley,https://www.deezer.com/track/79792568,1992,
You Sexy Thing,Hot Chocolate,https://www.deezer.com/track/3851850,1975,
Little Wing,Jimi Hendrix,https://www.deezer.com/track/4952834,1983,
That's the Way (I Like It),KC & The Sunshine Band,https://www.deezer.com/track/3151321,1976,
Relax,Frankie Goes To Hollywood,https://www.deezer.com/track/143057462,1983,
Slave To Love,Bryan Ferry,https://www.deezer.com/track/3152105,1985,
Big in Japan,Alphaville,https://www.deezer.com/track/698260,1984,
Sounds Like a Melody,Alphaville,https://www.deezer.com/track/698285,1984,
Geronimo's Cadillac,Modern Talking,https://www.deezer.com/track/548512,1986,
Cheri Cheri Lady,Modern Talking,https://www.deezer.com/track/548509,1985,
The River,Bruce Springsteen,https://www.deezer.com/track/15177998,1984,
Give Me the Night,George Benson,https://www.deezer.com/track/3822135,1998,
"Singing Winds, Crying Beasts",Santana,https://www.deezer.com/track/65371862,1970,
Black Magic Woman / Gypsy Queen,Santana,https://www.deezer.com/track/13132974,1970,
